Gene.featureType	Gene.primaryIdentifier	Gene.secondaryIdentifier	Gene.organism.shortName	Gene.symbol	Gene.name	Gene.sgdAlias
ORF	S000004295	YLR304C	S. cerevisiae	ACO1	ACOnitase	aconitate hydratase ACO1|GLU1
ORF	S000004296	YLR305C	S. cerevisiae	STT4	STaurosporine and Temperature sensitive	1-phosphatidylinositol 4-kinase STT4
ORF	S000004297	YLR306W	S. cerevisiae	UBC12	UBiquitin-Conjugating	NEDD8-conjugating protein UBC12
ORF	S000004298	YLR307W	S. cerevisiae	CDA1	Chitin DeAcetylase	chitin deacetylase CDA1
ORF	S000004299	YLR308W	S. cerevisiae	CDA2	Chitin DeAcetylase	chitin deacetylase CDA2
ORF	S000004300	YLR309C	S. cerevisiae	IMH1	shares with Integrins and Myosins significant Homology	SYS3
ORF	S000004301	YLR310C	S. cerevisiae	CDC25	Cell Division Cycle	CDC25'|CTN1|Ras family guanine nucleotide exchange factor CDC25
ORF	S000004302	YLR311C	S. cerevisiae	""	""	""
ORF	S000004303	YLR312C	S. cerevisiae	ATG39	AuTophaGy related	QNQ1
ORF	S000004304	YLR312W-A	S. cerevisiae	MRPL15	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL15|mL57|YmL15
ORF	S000004305	YLR313C	S. cerevisiae	SPH1	SPa2 Homolog	YLR312C-B
ORF	S000004306	YLR314C	S. cerevisiae	CDC3	Cell Division Cycle	septin CDC3
ORF	S000004307	YLR315W	S. cerevisiae	NKP2	Non-essential Kinetochore Protein	""
ORF	S000004308	YLR316C	S. cerevisiae	TAD3	tRNA-specific Adenosine Deaminase	""
ORF	S000004309	YLR317W	S. cerevisiae	""	""	""
ORF	S000004310	YLR318W	S. cerevisiae	EST2	Ever Shorter Telomeres	telomerase reverse transcriptase|TERT
ORF	S000004311	YLR319C	S. cerevisiae	BUD6	BUD site selection	AIP3
ORF	S000004312	YLR320W	S. cerevisiae	MMS22	Methyl MethaneSulfonate sensitivity	SLM2
ORF	S000004313	YLR321C	S. cerevisiae	SFH1	Snf Five Homolog	""
ORF	S000004314	YLR322W	S. cerevisiae	VPS65	Vacuolar Protein Sorting	""
ORF	S000004315	YLR323C	S. cerevisiae	CWC24	Complexed With Cef1p	U2-type spliceosomal complex subunit CWC24
ORF	S000004316	YLR324W	S. cerevisiae	PEX30	PEroXisome related	peroxisome biogenesis protein
ORF	S000004317	YLR325C	S. cerevisiae	RPL38	Ribosomal Protein of the Large subunit	eL38|L38|L38e|ribosomal 60S subunit protein L38
ORF	S000004318	YLR326W	S. cerevisiae	""	""	""
ORF	S000004319	YLR327C	S. cerevisiae	TMA10	Translation Machinery Associated	RBF9|SFL2
ORF	S000004320	YLR328W	S. cerevisiae	NMA1	Nicotinamide Mononucleotide Adenylyltransferase	nicotinamide-nucleotide adenylyltransferase NMA1
ORF	S000004321	YLR329W	S. cerevisiae	REC102	RECombination	""
ORF	S000004322	YLR330W	S. cerevisiae	CHS5	CHitin Synthase-related	CAL3
ORF	S000004323	YLR331C	S. cerevisiae	JIP3	Jumonji domain Interacting Protein	""
ORF	S000004324	YLR332W	S. cerevisiae	MID2	Mating pheromone-Induced Death	KAI1
ORF	S000004325	YLR333C	S. cerevisiae	RPS25B	Ribosomal Protein of the Small subunit	eS25|ribosomal 40S subunit protein S25B|rp45|S25B|S25e|S31B|YS23
ORF	S000004326	YLR334C	S. cerevisiae	""	""	""
ORF	S000004327	YLR335W	S. cerevisiae	NUP2	NUclear Pore	nucleoporin NUP2
ORF	S000004328	YLR336C	S. cerevisiae	SGD1	Suppressor of Glycerol Defect	""
ORF	S000004329	YLR337C	S. cerevisiae	VRP1	VeRProlin	END5|MDP2|YLR337W
ORF	S000004330	YLR338W	S. cerevisiae	OPI9	OverProducer of Inositol	""
ORF	S000004331	YLR339C	S. cerevisiae	""	""	""
ORF	S000004332	YLR340W	S. cerevisiae	RPP0	Ribosomal Protein P0	A0|L10E|P0|ribosomal protein P0|RPL10E|uL10
ORF	S000004333	YLR341W	S. cerevisiae	SPO77	SPOrulation	""
ORF	S000004334	YLR342W	S. cerevisiae	FKS1	FK506 Sensitivity	1,3-beta-D-glucan synthase|CND1|CWH53|ETG1|GSC1|PBR1
ORF	S000004335	YLR343W	S. cerevisiae	GAS2	Glycophospholipid-Anchored Surface protein	1,3-beta-glucanosyltransferase
ORF	S000004336	YLR344W	S. cerevisiae	RPL26A	Ribosomal Protein of the Large subunit	L24|L26A|L33A|ribosomal 60S subunit protein L26A|uL24|YL33
ORF	S000004337	YLR345W	S. cerevisiae	""	""	bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase
ORF	S000004338	YLR346C	S. cerevisiae	CIS1	CItrinin Sensitive knockout	""
ORF	S000004339	YLR347C	S. cerevisiae	KAP95	KAryoPherin	karyopherin beta|RSL1
ORF	S000004340	YLR348C	S. cerevisiae	DIC1	DIcarboxylate Carrier	""
ORF	S000004341	YLR349W	S. cerevisiae	""	""	""
ORF	S000004342	YLR350W	S. cerevisiae	ORM2	""	sphingolipid homeostasis protein ORM2
ORF	S000004343	YLR351C	S. cerevisiae	NIT3	NITrilase superfamily	putative hydrolase
ORF	S000004344	YLR352W	S. cerevisiae	LUG1	Lets [URE3]/ure2 Grow	""
ORF	S000004345	YLR353W	S. cerevisiae	BUD8	BUD site selection	""
ORF	S000004346	YLR354C	S. cerevisiae	TAL1	TransALdolase	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase TAL1
ORF	S000004347	YLR355C	S. cerevisiae	ILV5	IsoLeucine-plus-Valine requiring	ketol-acid reductoisomerase
ORF	S000004348	YLR356W	S. cerevisiae	ATG33	AuTophaGy related	""
ORF	S000004349	YLR357W	S. cerevisiae	RSC2	Remodel the Structure of Chromatin	""
ORF	S000004350	YLR358C	S. cerevisiae	""	""	""
ORF	S000004351	YLR359W	S. cerevisiae	ADE13	ADEnine requiring	adenylosuccinase ADE13|BRA1|BRA8
ORF	S000004352	YLR360W	S. cerevisiae	VPS38	Vacuolar Protein Sorting	VPL17
ORF	S000004353	YLR361C	S. cerevisiae	DCR2	Dose-dependent Cell cycle Regulator	phosphoprotein phosphatase
ORF	S000004354	YLR362W	S. cerevisiae	STE11	STErile	mitogen-activated protein kinase kinase kinase STE11
ORF	S000004355	YLR363C	S. cerevisiae	NMD4	Nonsense-Mediated mRNA Decay	""
ORF	S000004356	YLR364W	S. cerevisiae	GRX8	GlutaRedoXin	glutathione-disulfide reductase GRX8
ORF	S000004357	YLR365W	S. cerevisiae	""	""	""
ORF	S000004358	YLR366W	S. cerevisiae	""	""	""
ORF	S000004359	YLR367W	S. cerevisiae	RPS22B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S22B|rp50|S22B|S24B|S8|uS8|YS22
ORF	S000004360	YLR368W	S. cerevisiae	MDM30	Mitochondrial Distribution and Morphology	DSG1|SCF ubiquitin ligase complex subunit MDM30
ORF	S000004361	YLR369W	S. cerevisiae	SSQ1	Stress-Seventy subfamily Q	Hsp70 family ATPase SSQ1|SSC2|SSH1
ORF	S000004362	YLR370C	S. cerevisiae	ARC18	ARp2/3 Complex subunit	""
ORF	S000004363	YLR371W	S. cerevisiae	ROM2	RhO1 Multicopy suppressor	Rho family guanine nucleotide exchange factor ROM2
ORF	S000004364	YLR372W	S. cerevisiae	ELO3	fatty acid ELOngation	APA1|fatty acid elongase ELO3|SRE1|SUR4|VBM1
ORF	S000004365	YLR373C	S. cerevisiae	VID22	Vacuolar Import and Degradation	""
ORF	S000004366	YLR374C	S. cerevisiae	""	""	""
ORF	S000004367	YLR375W	S. cerevisiae	STP3	protein with similarity to Stp1p	""
ORF	S000004368	YLR376C	S. cerevisiae	PSY3	Platinum SensitivitY	""
ORF	S000004369	YLR377C	S. cerevisiae	FBP1	Fructose-1,6-BisPhosphatase	ACN8|fructose 1,6-bisphosphate 1-phosphatase
ORF	S000004370	YLR378C	S. cerevisiae	SEC61	SECretory	translocon subunit SEC61
ORF	S000004371	YLR379W	S. cerevisiae	""	""	""
ORF	S000004372	YLR380W	S. cerevisiae	CSR1	Chs5 Spa2 Rescue	SFH2
ORF	S000004373	YLR381W	S. cerevisiae	CTF3	Chromosome Transmission Fidelity	CHL3
ORF	S000004374	YLR382C	S. cerevisiae	NAM2	Nuclear Accommodation of Mitochondria	leucine--tRNA ligase NAM2|LeuRS|MSL1
ORF	S000004375	YLR383W	S. cerevisiae	SMC6	Structural Maintenance of Chromosomes	DNA repair protein SMC6|RHC18
ORF	S000004376	YLR384C	S. cerevisiae	IKI3	Insensitive to KIller toxin	Elongator subunit IKI3|ELP1|KTI7|TOT1
ORF	S000004377	YLR385C	S. cerevisiae	SWC7	SWr Complex	AWS1
ORF	S000004378	YLR386W	S. cerevisiae	VAC14	VACuole morphology and inheritance mutant	""
ORF	S000004379	YLR387C	S. cerevisiae	REH1	REI1 Homolog	""
ORF	S000004380	YLR388W	S. cerevisiae	RPS29A	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S29A|S14|S29A|S36A|uS14|YS29|YS29A
ORF	S000004381	YLR389C	S. cerevisiae	STE23	STErile	metalloendopeptidase
ORF	S000004382	YLR390W	S. cerevisiae	ECM19	ExtraCellular Mutant	""
ORF	S000004384	YLR392C	S. cerevisiae	ART10	Arrestin-Related Trafficking adaptors	""
ORF	S000004385	YLR393W	S. cerevisiae	ATP10	ATP synthase	""
ORF	S000004386	YLR394W	S. cerevisiae	CST9	Chromosome STability	SUMO ligase CST9|ZIP3
ORF	S000004387	YLR395C	S. cerevisiae	COX8	Cytochrome c OXidase	cytochrome c oxidase subunit VIII
ORF	S000004388	YLR396C	S. cerevisiae	VPS33	Vacuolar Protein Sorting	CLS14|MET27|PEP14|SLP1|tethering complex ATP-binding subunit VPS33|VAM5|VPL25|VPT33
ORF	S000004389	YLR397C	S. cerevisiae	AFG2	ATPase Family Gene	AAA family ATPase AFG2|DRG1
ORF	S000004390	YLR398C	S. cerevisiae	SKI2	SuperKIller	SKI complex RNA helicase subunit SKI2
ORF	S000004391	YLR399C	S. cerevisiae	BDF1	BromoDomain Factor	chromatin-binding protein BDF1
ORF	S000004392	YLR400W	S. cerevisiae	""	""	""
ORF	S000004393	YLR401C	S. cerevisiae	DUS3	DihydroUridine Synthase	tRNA dihydrouridine synthase DUS3
ORF	S000004394	YLR402W	S. cerevisiae	""	""	""
ORF	S000004395	YLR403W	S. cerevisiae	SFP1	Split Finger Protein	[ISP(+)]|[ISP+]|zinc-coordinating transcription factor SFP1
ORF	S000004396	YLR404W	S. cerevisiae	SEI1	SEIpin	FLD1|seipin
ORF	S000004397	YLR405W	S. cerevisiae	DUS4	DihydroUridine Synthase	tRNA dihydrouridine synthase
ORF	S000004398	YLR406C	S. cerevisiae	RPL31B	Ribosomal Protein of the Large subunit	eL31|L31B|L31e|L34B|ribosomal 60S subunit protein L31B|YL28
ORF	S000004399	YLR407W	S. cerevisiae	GAG1	""	""
ORF	S000004400	YLR408C	S. cerevisiae	BLS1	BLoS1-homolog	BLB1
ORF	S000004401	YLR409C	S. cerevisiae	UTP21	U Three Protein	rRNA-processing protein UTP21
ORF	S000004402	YLR410W	S. cerevisiae	VIP1	""	inositol polyphosphate kinase VIP1
ORF	S000004403	YLR411W	S. cerevisiae	CTR3	Copper TRansport	high-affinity Cu transporter CTR3
ORF	S000004404	YLR412W	S. cerevisiae	BER1	Benomyl REsistant	""
ORF	S000004405	YLR413W	S. cerevisiae	INA1	INdicator of Abscission	""
ORF	S000004406	YLR414C	S. cerevisiae	PUN1	Plasma membrane protein Upregulated during Nitrogen stress	""
ORF	S000004407	YLR415C	S. cerevisiae	""	""	""
ORF	S000004408	YLR416C	S. cerevisiae	""	""	""
ORF	S000004409	YLR417W	S. cerevisiae	VPS36	Vacuolar Protein Sorting	ESCRT-II subunit protein VPS36|GRD12|VAC3|VPL11
ORF	S000004410	YLR418C	S. cerevisiae	CDC73	Cell Division Cycle	""
ORF	S000004411	YLR419W	S. cerevisiae	""	""	putative helicase
ORF	S000004412	YLR420W	S. cerevisiae	URA4	URAcil requiring	dihydroorotase
ORF	S000004413	YLR421C	S. cerevisiae	RPN13	Regulatory Particle Non-ATPase	proteasome regulatory particle lid subunit RPN13
ORF	S000004414	YLR422W	S. cerevisiae	DCK1	DoCK1 homolog	""
ORF	S000004415	YLR423C	S. cerevisiae	ATG17	AuTophaGy related	APG17|protein kinase regulatory subunit ATG17
ORF	S000004416	YLR424W	S. cerevisiae	SPP382	Suppressor of PrP38 #2	CCF8|mRNA splicing protein SPP382|NTR1
ORF	S000004417	YLR425W	S. cerevisiae	TUS1	TOR Unique function Suppressor	Rho family guanine nucleotide exchange factor TUS1|SOP10
ORF	S000004418	YLR426W	S. cerevisiae	TDA5	Topoisomerase I Damage Affected	""
ORF	S000004419	YLR427W	S. cerevisiae	MAG2	""	""
ORF	S000004420	YLR428C	S. cerevisiae	""	""	""
ORF	S000004421	YLR429W	S. cerevisiae	CRN1	CoRoNin	""
ORF	S000004422	YLR430W	S. cerevisiae	SEN1	Splicing ENdonuclease	CIK3|DNA/RNA helicase SEN1|NRD2
ORF	S000004423	YLR431C	S. cerevisiae	ATG23	AuTophaGy related	CVT23
ORF	S000004424	YLR432W	S. cerevisiae	IMD3	IMP Dehydrogenase	IMP dehydrogenase IMD3
ORF	S000004425	YLR433C	S. cerevisiae	CNA1	CalciNeurin A	calcineurin catalytic subunit A|CMP1
ORF	S000004426	YLR434C	S. cerevisiae	""	""	""
ORF	S000004427	YLR435W	S. cerevisiae	TSR2	Twenty S rRNA accumulation	""
ORF	S000004428	YLR436C	S. cerevisiae	ECM30	ExtraCellular Mutant	""
ORF	S000004429	YLR437C	S. cerevisiae	DIF1	Damage-regulated Import Facilitator	SDH1
ORF	S000004430	YLR438W	S. cerevisiae	CAR2	Catabolism of ARginine	cargB|ornithine-oxo-acid transaminase
ORF	S000004431	YLR439W	S. cerevisiae	MRPL4	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL4|uL29m|YmL4
ORF	S000004432	YLR440C	S. cerevisiae	SEC39	SECretory	DSL3
ORF	S000004433	YLR441C	S. cerevisiae	RPS1A	Ribosomal Protein of the Small subunit	eS1|ribosomal 40S subunit protein S1A|rp10A|RP10A|S1A|S1e
ORF	S000004434	YLR442C	S. cerevisiae	SIR3	Silent Information Regulator	chromatin-silencing protein SIR3|CMT1|MAR2|STE8
ORF	S000004435	YLR443W	S. cerevisiae	ECM7	ExtraCellular Mutant	ZRG15
ORF	S000004436	YLR444C	S. cerevisiae	""	""	""
ORF	S000004437	YLR445W	S. cerevisiae	GMC2	Grand Meiotic recombination Cluster	""
ORF	S000004438	YLR446W	S. cerevisiae	NGK1	N-acetylGlucosamine Kinase	hexokinase
ORF	S000004439	YLR447C	S. cerevisiae	VMA6	Vacuolar Membrane Atpase	H(+)-transporting V0 sector ATPase subunit d
ORF	S000004440	YLR448W	S. cerevisiae	RPL6B	Ribosomal Protein of the Large subunit	eL6|L17B|L6B|L6e|ribosomal 60S subunit protein L6B|rp18|YL16
ORF	S000004441	YLR449W	S. cerevisiae	FPR4	FKBP Proline Rotamase (isomerase)	peptidylprolyl isomerase FPR4
ORF	S000004442	YLR450W	S. cerevisiae	HMG2	3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase	hydroxymethylglutaryl-CoA reductase (NADPH) HMG2
ORF	S000004443	YLR451W	S. cerevisiae	LEU3	LEUcine biosynthesis	leucine-responsive transcriptional regulator LEU3
ORF	S000004444	YLR452C	S. cerevisiae	SST2	SuperSensiTive	GTPase-activating protein SST2|SSL2
ORF	S000004445	YLR453C	S. cerevisiae	RIF2	Rap1p-Interacting Factor	""
ORF	S000004446	YLR454W	S. cerevisiae	FMP27	Found in Mitochondrial Proteome	HOB1
ORF	S000004447	YLR455W	S. cerevisiae	PDP3	PWWP Domain-containing Protein	""
ORF	S000004448	YLR456W	S. cerevisiae	""	""	pyridoxal 5'-phosphate synthase
ORF	S000004449	YLR457C	S. cerevisiae	NBP1	Nap1 Binding Protein	""
ORF	S000004450	YLR458W	S. cerevisiae	""	""	""
ORF	S000004451	YLR459W	S. cerevisiae	GAB1	GPI and Actin Bar	CDC91|GPI-anchor transamidase subunit GAB1
ORF	S000004452	YLR460C	S. cerevisiae	""	""	""
ORF	S000004453	YLR461W	S. cerevisiae	PAU4	seriPAUperin family	seripauperin PAU4
ORF	S000004454	YLR462W	S. cerevisiae	""	""	""
ORF	S000004455	YLR463C	S. cerevisiae	""	""	""
ORF	S000004456	YLR464W	S. cerevisiae	""	""	""
ORF	S000004457	YLR465C	S. cerevisiae	BSC3	Bypass of Stop Codon	""
ORF	S000004458	YLR466W	S. cerevisiae	YRF1-4	""	Y' element ATP-dependent helicase protein 1 copy 4|YRF1
ORF	S000004459	YLR467W	S. cerevisiae	YRF1-5	""	Y' element ATP-dependent helicase protein 1 copy 5|YRF1
ORF	S000004460	YML001W	S. cerevisiae	YPT7	Yeast Protein Two	AST4|Rab family GTPase YPT7|VAM4
ORF	S000004461	YML002W	S. cerevisiae	VRL1	""	""
ORF	S000004462	YML003W	S. cerevisiae	""	""	VRL1
ORF	S000004463	YML004C	S. cerevisiae	GLO1	GLyOxalase	lactoylglutathione lyase GLO1
ORF	S000004464	YML005W	S. cerevisiae	TRM12	TRna Methyltransferase	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase|TYW2
ORF	S000004465	YML006C	S. cerevisiae	GIS4	GIg1-2 Suppressor	""
ORF	S000004466	YML007W	S. cerevisiae	YAP1	Yeast AP-1	DNA-binding transcription factor YAP1|PAR1|PDR4|SNQ3
ORF	S000004467	YML008C	S. cerevisiae	ERG6	ERGosterol biosynthesis	ISE1|LIS1|SED6|sterol 24-C-methyltransferase|VID1
ORF	S000004468	YML009C	S. cerevisiae	MRPL39	Mitochondrial Ribosomal Protein, Large subunit	bL33m|mitochondrial 54S ribosomal protein YmL39|YmL39
ORF	S000004469	YML009C-A	S. cerevisiae	""	""	YML010C-B|YML010W-B
ORF	S000004470	YML010W	S. cerevisiae	SPT5	SuPpressor of Ty's	transcription elongation factor SPT5
ORF	S000004471	YML009W-B	S. cerevisiae	""	""	YML010W-A
ORF	S000004472	YML011C	S. cerevisiae	RAD33	RADiation sensitive	""
ORF	S000004473	YML012W	S. cerevisiae	ERV25	ER Vesicle	""
ORF	S000004474	YML012C-A	S. cerevisiae	""	""	YML013C-A
ORF	S000004475	YML013W	S. cerevisiae	UBX2	UBiquitin regulatory X	SEL1
ORF	S000004476	YML014W	S. cerevisiae	TRM9	TRna Methyltransferase	KTI1|tRNA (carboxymethyluridine(34)-5-O)-methyltransferase
ORF	S000004477	YML015C	S. cerevisiae	TAF11	TATA binding protein-Associated Factor	TAF40|TafII40|TATA-binding protein-associated factor TAF11
ORF	S000004478	YML016C	S. cerevisiae	PPZ1	Protein Phosphatase Z	salt homeostasis regulator
ORF	S000004479	YML017W	S. cerevisiae	PSP2	Polymerase SuPpressor	MRS15
ORF	S000004480	YML018C	S. cerevisiae	""	""	""
ORF	S000004481	YML019W	S. cerevisiae	OST6	OligoSaccharylTransferase	dolichyl-diphosphooligosaccharide--protein glycotransferase
ORF	S000004482	YML020W	S. cerevisiae	""	""	""
ORF	S000004483	YML021C	S. cerevisiae	UNG1	Uracil DNA N-Glycosylase	uracil-DNA glycosylase
ORF	S000004484	YML022W	S. cerevisiae	APT1	Adenine PhosphoribosylTransferase	adenine phosphoribosyltransferase APT1
ORF	S000004485	YML023C	S. cerevisiae	NSE5	Non-SMC Element	Smc5-Smc6 complex subunit NSE5
ORF	S000004486	YML024W	S. cerevisiae	RPS17A	Ribosomal Protein of the Small subunit	eS17|ribosomal 40S subunit protein S17A|rp51A|RP51A|RPL51A|S17A|S17e
ORF	S000004487	YML025C	S. cerevisiae	YML6	""	mitochondrial 54S ribosomal protein YmL6|uL4m
ORF	S000004488	YML026C	S. cerevisiae	RPS18B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S18B|S13|S18B|uS13
ORF	S000004489	YML027W	S. cerevisiae	YOX1	Yeast homeobOX	""
ORF	S000004490	YML028W	S. cerevisiae	TSA1	Thiol-Specific Antioxidant	cTPxI|thioredoxin peroxidase TSA1|TPX1|ZRG14
ORF	S000004491	YML029W	S. cerevisiae	USA1	U1-Snp1 Associating	""
ORF	S000004492	YML030W	S. cerevisiae	RCF1	Respiratory superComplex Factor	AIM31
ORF	S000004493	YML031W	S. cerevisiae	NDC1	Nuclear Division Cycle	""
ORF	S000004494	YML032C	S. cerevisiae	RAD52	RADiation sensitive	recombinase RAD52
ORF	S000004497	YML034W	S. cerevisiae	SRC1	Spliced mRNA and Cell cycle regulated gene	HEH1|YML033W
ORF	S000004498	YML035C	S. cerevisiae	AMD1	AMP Deaminase	AMD3|AMP deaminase
ORF	S000004499	YML034C-A	S. cerevisiae	""	""	YML035C-A
ORF	S000004500	YML036W	S. cerevisiae	CGI121	homolog of human CGI-121	""
ORF	S000004501	YML037C	S. cerevisiae	LFT1	Laa Function Two	""
ORF	S000004502	YML038C	S. cerevisiae	YMD8	""	""
ORF	S000004505	YML041C	S. cerevisiae	VPS71	Vacuolar Protein Sorting	SWC6
ORF	S000004506	YML042W	S. cerevisiae	CAT2	Carnitine AcetylTransferase	carnitine O-acetyltransferase CAT2|YCAT
ORF	S000004507	YML043C	S. cerevisiae	RRN11	Regulation of RNA polymerase I	""
ORF	S000004509	YML046W	S. cerevisiae	PRP39	Pre-mRNA Processing	""
ORF	S000004510	YML047C	S. cerevisiae	PRM6	Pheromone-Regulated Membrane protein	KCH2|pheromone-regulated K(+) transporter PRM6
ORF	S000004511	YML048W	S. cerevisiae	GSF2	Glucose Signaling Factor	ECM6
ORF	S000004512	YML047W-A	S. cerevisiae	""	""	YML048W-A
ORF	S000004513	YML049C	S. cerevisiae	RSE1	RNA Splicing and ER-to-Golgi transport	U2 snRNP complex subunit RSE1
ORF	S000004514	YML050W	S. cerevisiae	AIM32	Altered Inheritance rate of Mitochondria	""
ORF	S000004515	YML051W	S. cerevisiae	GAL80	GALactose metabolism	transcription regulator GAL80
ORF	S000004516	YML052W	S. cerevisiae	SUR7	SUppressor of Rvs167 mutation	""
ORF	S000004517	YML053C	S. cerevisiae	""	""	""
ORF	S000004518	YML054C	S. cerevisiae	CYB2	CYtochrome B	FCB2|L-lactate dehydrogenase (cytochrome)
ORF	S000004519	YML055W	S. cerevisiae	SPC2	Signal Peptidase Complex	signal peptidase complex subunit SPC2|SPY1
ORF	S000004520	YML056C	S. cerevisiae	IMD4	IMP Dehydrogenase	IMP dehydrogenase IMD4
ORF	S000004521	YML057W	S. cerevisiae	CMP2	CalModulin binding Protein	calcineurin catalytic subunit A|CNA2
ORF	S000004522	YML057C-A	S. cerevisiae	""	""	YML058C-A
ORF	S000004523	YML058W	S. cerevisiae	SML1	Suppressor of Mec1 Lethality	ribonucleotide reductase inhibiting protein SML1
ORF	S000004524	YML059C	S. cerevisiae	NTE1	Neuropathy Target Esterase	lysophospholipase
ORF	S000004525	YML060W	S. cerevisiae	OGG1	8-OxoGuanine Glycosylase/lyase	8-oxoguanine glycosylase OGG1
ORF	S000004526	YML061C	S. cerevisiae	PIF1	Petite Integration Frequency	DNA helicase PIF1|TST1
ORF	S000004527	YML062C	S. cerevisiae	MFT1	Mitochondrial Fusion Targeting	MFT52
ORF	S000004528	YML063W	S. cerevisiae	RPS1B	Ribosomal Protein of the Small subunit	eS1|PLC2|ribosomal 40S subunit protein S1B|rp10B|RP10B|S1B|S1e
ORF	S000004529	YML064C	S. cerevisiae	TEM1	TErmination of M phase	Ras family GTPase TEM1
ORF	S000004530	YML065W	S. cerevisiae	ORC1	Origin Recognition Complex	origin recognition complex subunit 1
ORF	S000004531	YML066C	S. cerevisiae	SMA2	Spore Membrane Assembly	""
ORF	S000004532	YML067C	S. cerevisiae	ERV41	ER Vesicle	""
ORF	S000004533	YML068W	S. cerevisiae	ITT1	Inhibitor of Translation Termination	RBR-type E3 ubiquitin transferase
ORF	S000004534	YML069W	S. cerevisiae	POB3	POl1 Binding	FACT complex subunit POB3
ORF	S000004535	YML070W	S. cerevisiae	DAK1	DihydroxyAcetone Kinase	dihydroxyacetone kinase
ORF	S000004536	YML071C	S. cerevisiae	COG8	Conserved Oligomeric Golgi complex	DOR1|Golgi transport complex subunit COG8
ORF	S000004537	YML072C	S. cerevisiae	TCB3	Three Calcium and lipid Binding domains (TriCalBin)	""
ORF	S000004538	YML073C	S. cerevisiae	RPL6A	Ribosomal Protein of the Large subunit	eL6|L17A|L6A|L6e|ribosomal 60S subunit protein L6A|rp18|YL16|YL16A
ORF	S000004539	YML074C	S. cerevisiae	FPR3	Fk 506-sensitive Proline Rotamase	NPI46|peptidylprolyl isomerase FPR3
ORF	S000004540	YML075C	S. cerevisiae	HMG1	3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase	hydroxymethylglutaryl-CoA reductase (NADPH) HMG1
ORF	S000004541	YML076C	S. cerevisiae	WAR1	Weak Acid Resistance	""
ORF	S000004542	YML077W	S. cerevisiae	BET5	Blocked Early in Transport	TRAPP subunit BET5
ORF	S000004543	YML078W	S. cerevisiae	CPR3	Cyclosporin A-sensitive Proline Rotamase	CYP3|peptidylprolyl isomerase CPR3
ORF	S000004544	YML079W	S. cerevisiae	CFF1	""	""
ORF	S000004545	YML080W	S. cerevisiae	DUS1	DihydroUridine Synthase	tRNA dihydrouridine synthase
ORF	S000004546	YML081W	S. cerevisiae	TDA9	Topoisomerase I Damage Affected	AAF1
ORF	S000004547	YML082W	S. cerevisiae	""	""	putative cystathionine gamma-synthase
ORF	S000004548	YML083C	S. cerevisiae	""	""	""
ORF	S000004549	YML084W	S. cerevisiae	""	""	""
ORF	S000004550	YML085C	S. cerevisiae	TUB1	TUBulin	alpha-tubulin TUB1
ORF	S000004551	YML086C	S. cerevisiae	ALO1	D-Arabinono-1,4-Lactone Oxidase	D-arabinono-1,4-lactone oxidase
ORF	S000004552	YML087C	S. cerevisiae	AIM33	Altered Inheritance rate of Mitochondria	cytochrome-b5 reductase
ORF	S000004553	YML088W	S. cerevisiae	UFO1	UV-F-box-HO	SCF ubiquitin ligase complex subunit UFO1
ORF	S000004554	YML089C	S. cerevisiae	""	""	""
ORF	S000004555	YML090W	S. cerevisiae	""	""	""
ORF	S000004556	YML091C	S. cerevisiae	RPM2	RNase P Mitochondrial	ribonuclease P
ORF	S000004557	YML092C	S. cerevisiae	PRE8	PRoteinase yscE	proteasome core particle subunit alpha 2
ORF	S000004558	YML093W	S. cerevisiae	UTP14	U Three Protein	""
ORF	S000004559	YML094W	S. cerevisiae	GIM5	Gene Involved in Microtubule biogenesis	PFD5
ORF	S000004560	YML095C	S. cerevisiae	RAD10	RADiation sensitive	DNA repair protein RAD10
